PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMVG Sem Impostos,PMVG 0%,PMVG 12%,PMVG 17%,PMVG 17% ALC,"PMVG 17,5%","PMVG 17,5% ALC",PMVG 18%,PMVG 18% ALC,RESTRIÇÃO HOSPITALAR,PMVG 20%,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Column1,_1,_2,_3,_4,_5,_6,_7,_8
ETOMIDATO,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506705501151113,1029802620020,7896676408041,    -,    -,ETOMIDATO,2 MG/ML SOL INJ CX 25 AMP VD TRANS X 10 ML (EMB HOSP),N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,44587,44587,50667,53719,53719,54045,54045,54374,54374,55734,34987,34987,39758,42153,42153,42409,42409,42667,42667,Sim,43735,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
ETONOGESTREL,03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,527301801154319,1017100880010,7897572001206,    -,    -,IMPLANON,68 MG IMPLANTE CT 1 SERINGA  C/ 1 IMPLANTE,G3A9 - OUTROS HORMÔNIOS CONTRACEPTIVOS SISTÊMICOS,Novo,Regulado,56224,56224,63891,67740,67740,68150,68150,68566,68566,70280,44119,44119,50135,53156,53156,53477,53477,53804,53804,Não,55149,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
ETONOGESTREL;ETINILESTRADIOL,03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,527302401176313,1017101010011,7897572001411,    -,    -,NUVARING,"11,7 MG/2,7 MG ANEL VAG CT ENV AL/PLAS X 1",G3A9 - OUTROS HORMÔNIOS CONTRACEPTIVOS SISTÊMICOS,Novo,Regulado,5727,5727,6508,6900,6900,6942,6942,6984,6984,7159,4494,4494,5107,5414,5414,5447,5447,5480,5480,Não,5618,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
ETOPOSÍDEO,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504401803151415,1163700360034,7896014678204,    -,    -,EPÓSIDO,20 MG/ML SOL INJ CT 10 FA VD INC X 5 ML,L1C4 - AGENTES ANTINEOPLÁSICOS PODOFILOTOXINAS,Similar,Regulado,66011,66011,75013,79531,79531,80013,80013,80501,80501,82514,51799,51799,58863,62408,62408,62786,62786,63169,63169,Sim,64749,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
ETORICOXIBE,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525500202114216,1002900350018,7897337704960,    -,    -,ARCOXIA,60 MG COM REV CT BL AL AL X 7,M1A3 - COXIBS,Novo,Regulado,3612,3612,4105,4352,4352,4378,4378,4405,4405,4515,2834,2834,3221,3415,3415,3435,3435,3457,3457,Não,3543,Não,Não,Não,,Positiva,Sim,Tarja Vermelha (*),"","","","","","","","",""
ETOSSUXIMIDA,62.462.015/0001-29,APSEN FARMACEUTICA S/A,501604301138413,1011801410011,7896637022583,    -,    -,ETOXIN,50 MG/ML XPE CT FR VD AMB X 120 ML + COL,N3A - ANTIEPILÉPTICOS,Similar,Regulado,3932,3932,,,,,,,,,3085,3085,,,,,,,,Não,,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha (*),"","","","","","","","",""
ETRAVIRINA,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514507601116211,1123633910016,7896212422692,    -,    -,INTELENCE,100 MG COM CT FR PLAS OPC X 120,J5C3 - INIBDORES DA TRANSCRIPTASE REVERSA NÃO NUCLEOSÍDEOS,Novo,Regulado,177679,177679,201908,214071,214071,215368,215368,216682,216682,222099,139425,139425,158437,167982,167982,168999,168999,170030,170030,Não,174281,Não,Não,Sim,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
EUCALIPTO;MENTOL;CÂNFORA,59.476.770/0001-58,PROCTER & GAMBLE DO BRASIL LTDA,528720090004707,1214200090060,7500435157599,    -,    -,VICK VAPORUB,"28,2MG/G+52,6MG/G+13,3MG/G UNG CT PT PLAS OPC X 100 G",R4A - UNGUENTOS PERCUTÂNEOS E OUTROS INALANTES,Específico,Liberado,3337,3737,4318,4618,4020,4650,4044,4683,4069,4818,2619,2932,3388,3624,3154,3649,3173,3675,3193,Não,3781,Não,Não,Não,,Negativa,Sim,Tarja -(*),"","","","","","","","",""
EUCALIPTUS GLOBULUS  LABILL,49.345.358/0001-45,APIS FLORA INDUSTRIAL  E COMERCIAL LTDA,501420010000407,1210700100011,7996663304646,    -,    -,EUCAPROL,100 MG/ML XPE CT FR PLAST AMB 150 ML + CP DOS X 10ML,R5C - EXPECTORANTES,Fitoterápico,Regulado,2304,2580,2981,3188,2775,3210,2792,3233,2809,3327,1808,2025,2339,2502,2178,2519,2191,2537,2204,Não,2611,Não,Não,Não,,Negativa,Sim,Tarja -(*),"","","","","","","","",""
EVEROLIMO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523717030034704,1003301980012,7896094209473,    -,    -,OSYS,"0,5 MG COM CT BL AL AL X 60",L4X - OUTROS IMUNOSSUPRESSORES,Similar,Regulado,111725,111725,,,,,,,,,87671,87671,,,,,,,,Não,,Sim,Sim,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
EVOLOCUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544116080003401,1024400070017,7898609960152,    -,    -,REPATHA,140 MG/ML SOL INJ CT SER PREENC VD TRANS X 1 ML,C10A4 - INIBIDORES DA PRÓ-PROTEINA CONVERTASE SUBTILISINA/KEXINA TIPO 9 (PCSK9),Biológico,Regulado,80462,90117,104138,111360,96942,112138,97529,112927,98124,116196,63139,70715,81717,87384,76070,87995,76531,88614,76998,Não,91179,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
EXEMESTANO,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508021080141904,1004313360020,7891317010096,    -,    -,PROEXTY,25 MG COM REV CT BL AL PLAS PVC/PVDC OPC X 30,L2B3 - CITOSTÁTICOS INIBIDORES DA AROMATASE,Similar,Regulado,71083,71083,80776,85642,85642,86161,86161,86687,86687,88854,55779,55779,63385,67203,67203,67610,67610,68023,68023,Não,69724,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
EXENATIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505115010021304,1018004050043,7896016808012,    -,    -,BYETTA,250 MCG/ ML SOL INJ CT CARP VD TRANS X 2.4 ML X SIST APLIC PLAS ,A10S - ANTIDIABÉTICOS AGONISTAS DE GLP-1,Novo,Regulado,36705,36705,41710,44223,44223,44491,44491,44762,44762,45881,28802,28802,32730,34702,34702,34912,34912,35125,35125,Não,36003,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
EXTRATO DA SEMENTE DE GLYCINE SOJA (SOJA),02.456.955/0001-83,NATULAB LABORATÓRIO S.A,540420010011807,1384100700018,7899470806020,    -,    -,PAUSEFEMME,150 MG COM REV CT BL AL PLAS TRANS X 30,V3X - TODOS OS OUTROS PRODUTOS TERAPÊUTICOS,Fitoterápico,Liberado,5794,6489,7499,8019,6980,8075,7023,8131,7066,8367,4547,5092,5884,6293,5477,6337,5511,6380,5545,Não,6566,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
EXTRATO DE AESCULUS HIPPOCASTANUM (CASTANHA-DA-ÍNDIA),92.762.277/0001-70,VIDORA FARMACÊUTICA LTDA,521820070001507,1047300410028,7897930011380,    -,    -,VARISBEM,100 MG COM REV CT BL AL PLAS PVDC TRANS X 30,C5C - VASOPROTETORES SISTÊMICOS,Fitoterápico,Liberado,2771,3103,3586,3834,3338,3861,3358,3888,3379,4001,2174,2435,2814,3009,2619,3030,2635,3051,2652,Não,3140,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
EXTRATO DE GENTIANA LUTEA;EXTRATO DA FOLHA DE ALOE FEROX,92.690.999/0001-66,LABORATÓRIO WESP LTDA,520820050000307,1029900020087,7896732600464,    -,    -,OLINA ESSÊNCIA DE VIDA,"(0,18 ML + 4 MG)/ML SOL OR CX 24 FLAC PLAS AMB X 15 ML ",A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO,Fitoterápico,Liberado,27090,29520,33966,36241,32639,36485,32836,36733,33037,37759,21258,23164,26653,28438,25612,28630,25766,28824,25924,Não,29630,Não,Não,Não,,Neutra,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
EXTRATO DE GINKGO BILOBA,78.950.011/0001-20,HERBARIUM LABORATORIO BOTANICO LTDA,511420110009407,1186001000021,7896641806735,    -,    -,TEBONIN,80 MG COM REV CT BL AL PLAS TRANS X 10,"C4A1 - VASOTERAPÊUTICOS CEREBRAIS E PERIFÉRICOS, EXCLUINDO ANTOAGONISTAS DE CÁLCIO COM AÇÃO CEREBRAL",Fitoterápico,Liberado,3823,4282,4948,5291,4606,5328,4634,5366,4662,5521,3000,3360,3883,4152,3614,4181,3636,4211,3658,Não,4332,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
EXTRATO DE HEDERA HELIX (HERA),02.814.497/0001-07,CIMED INDUSTRIA S.A.,506420050038607,1438102020041,7896523200057,    -,    -,HEDERA CIMED,7 MG/ML SOL OR CT FR PLAS PET AMB X 100 ML + 1 COP (SABOR CEREJA),R5C - EXPECTORANTES,Fitoterápico,Liberado,2440,2733,3158,3377,2940,3401,2958,3425,2976,3524,1915,2145,2478,2650,2307,2669,2321,2688,2335,Não,2765,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
EXTRATO DE SYMPHYTUM OFFICINALE,59.476.770/0001-58,PROCTER & GAMBLE DO BRASIL LTDA,528720100006417,1214206650017,7891721022845,    -,    -,FLEXIVE CDM,350MG/G CREM DERM CT BG AL X 50 G ,D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS,Fitoterápico,Liberado,3355,3758,4343,4644,4043,4676,4067,4709,4092,4846,2633,2949,3408,3644,3173,3669,3191,3695,3211,Não,3803,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
EXTRATO FLUIDO DE AGRIÃO (NASTURTIUM OFFICINALE),79.634.572/0001-82,AS ERVAS CURAM INDUSTRIA FARMACEUTICA LTDA,501920040001207,1167800160031,7898152460096,    -,    -,AGRITOSS,"0,15ML/ML XPE CT FR VD AMB X 100 ML + CP MED",R5C - EXPECTORANTES,Fitoterápico,Liberado,1045,1170,1352,1446,1259,1456,1266,1466,1274,1509,820,918,1061,1135,988,1143,993,1150,1000,Não,1184,Não,Não,Não,,Negativa,Não,Tarja -(*),"","","","","","","","",""
EXTRATO FLUIDO DE CASCA DE LARANJA AMARGA;SALICILATO DE SÓDIO;TINTURA AGONIADA PLUMÉRIA;EXTRATO FLUIDO DE PASSIFLORA ALATA,57.507.378/0003-65,EMS S/A,541815080013703,1023510590025,7896004817477,    -,    -,A SAÚDE DA MULHER,"(0,625 ML + 400 MG + 0,30 ML + 0,013 ML) 15 ML SOL OR CT FR VD AMB X 150 ML + COP",G2X1 - ANTIESPASMÓDICOS GINECOLÓGICOS,Novo,Liberado,905,1014,1172,1253,1091,1262,1097,1271,1104,1307,710,796,920,983,856,990,861,997,866,Não,1026,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
EXTRATO FLUIDO DE GUACO (MIKANIA GLOMERATA),68.032.192/0001-51,BIONATUS LABORATÓRIO BOTÂNICO LTDA,557821040001607,1200900320018,7898917593547,    -,    -,BIOTOSS XAROPE,60 MG/ML XPE CT FR PET AMB X 120 ML + COP,R5C - EXPECTORANTES,Fitoterápico,Liberado,1196,1340,1548,1656,1441,1667,1450,1679,1459,1728,939,1051,1215,1299,1131,1308,1138,1317,1145,Não,1356,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
EXTRATO SECO DE AESCULUS HIPPOCASTANUM L.,17.562.075/0001-69,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA,506320040033107,1156001790010,7898495605960,    -,    -,VENOCEL,100 MG CAP DURA CT BL AL PLAS TRANS X 30,C5C - VASOPROTETORES SISTÊMICOS,Fitoterápico,Liberado,2442,2735,3161,3380,2942,3403,2960,3427,2978,3526,1916,2146,2480,2652,2309,2670,2323,2689,2337,Não,2767,Não,Não,Não,,Negativa,Sim,Tarja -(*),"","","","","","","","",""
EXTRATO SECO DE HYPERICUM PERFORATUM L,78.950.011/0001-20,HERBARIUM LABORATORIO BOTANICO LTDA,511420030008507,1186000030057,7896083402526,    -,    -,HIPERICIN,300 MG CAP MOLE CT BL AL PLAS PVDC TRANS X 30,N6A2 - ANTIDEPRESSIVOS DE ORIGEM HERBÁCEA,Fitoterápico,Liberado,5285,5919,6840,7314,6367,7365,6406,7417,6445,7632,4147,4645,5367,5739,4996,5779,5027,5820,5057,Não,5989,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
EXTRATO SECO DE PASSIFLORA,17.875.154/0001-20,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,525120030031707,1091701180012,7896862990176,    -,    -,FIQUEZEN,260 MG COM REV CT BL AL PLAS TRANS X 20,N5C - TRANQUILIZANTES,Fitoterápico,Liberado,1114,1248,1442,1542,1343,1553,1351,1564,1359,1609,874,979,1132,1210,1054,1219,1060,1227,1066,Não,1263,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
EXTRATO SECO DE VALERIANA OFFICINALIS L.,83.874.628/0001-43,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,517120050013107,1038501130015,7898109240365,    -,    -,VALERANCE,160 MG COM REV CT BL AL PLAS TRANS X 30,N5B5 - HIPNÓTICOS E SEDATIVOS HERBÁCEOS,Fitoterápico,Liberado,4535,5079,5869,6276,5464,6320,5497,6365,5530,6549,3559,3985,4605,4925,4288,4959,4314,4995,4339,Não,5139,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
EXTRATOS ALERGÊNICOS DE INSETOS SUGADORES,28.614.626/0001-07,LABORATÓRIO DE EXTRATOS ALERGÊNICOS LTDA,516501209131417,1172900120011,7898342290349,    -,    -,INSETIVAC,"1,25 MCG CX FR PLAS OPC GOT X 15 ML (1A. SÉRIE - SL)",T2X9 - TODOS OS OUTROS TESTES DIAGNÓSTICOS,Biológico,Regulado,5322,5961,6888,7366,6412,7418,6451,7470,6491,7686,4176,4678,5405,5780,5031,5821,5062,5862,5094,Não,6031,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
EZETIMIBA,45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525500901111216,1002900760011,7897337701549,    -,    -,EZETROL,10 MG COM CT BL AL PLAS TRANS X 10 ,C10A9 - TODOS OUTROS REGULADORES DE COLESTEROL E TRIGLICERÍDEOS,Novo,Regulado,3674,3674,4175,4427,4427,4453,4453,4480,4480,4593,2883,2883,3276,3474,3474,3494,3494,3515,3515,Não,3604,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
FAMOTIDINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552920080131607,1057301440017,7896658000386,    -,    -,FAMOX,20 MG COM CT 2 BL AL PLAS INC X 15,A2B1 - ANTAGONISTAS RECEPTORES H2,Similar,Regulado,4960,4960,5636,5976,5976,6012,6012,6049,6049,6200,3892,3892,4423,4689,4689,4718,4718,4747,4747,Não,4865,Não,Não,Não,,Positiva,Sim,Tarja -(*),"","","","","","","","",""
FAMPRIDINA,07.986.222/0001-74,BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA,538313110000402,1699300030013,7898926573042,    -,    -,FAMPYRA,10 MG COM REV LIB PROL CT FR PE X 56,N7X - TODOS OS OUTROS PRODUTOS PARA O SISTEMA NERVOSO CENTRAL,Novo,Regulado,91681,102683,118659,126888,110459,127775,111129,128673,111806,132399,71942,80575,93112,99569,86677,100265,87203,100970,87734,Não,103894,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
FANCICLOVIR,58.430.828/0001-60,BLAU FARMACÊUTICA S.A.,504402103119411,1163700350039,7896014675401,    -,    -,FANCLOMAX,250 MG COM CT BL AL PLAS TRANS X 21,J5B3 - ANTIVIRAIS PARA HERPES,Similar,Regulado,28968,28968,32918,34901,34901,35113,35113,35327,35327,36210,22731,22731,25831,27387,27387,27553,27553,27721,27721,Não,28414,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
FATOR DE VON WILLEBRAND,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502612020005803,1015101060071,7897499451054,    -,    -,HAEMATE P,250 UI + 600 UI PO LIOF SOL INJ CT FA VD TRANS + FA VD TRANS DIL X 5 ML + DISP TRANSF C/ FLTR,B2D1 - FATOR VIII,Biológico,Regulado,61156,68495,79152,84641,73682,85232,74129,85832,74581,88317,47989,53748,62111,66418,57818,66881,58169,67352,58524,Não,69302,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
FATOR II DE COAGULAÇÃO;FATOR IX DE COAGULAÇÃO;FATOR VII DE COAGULAÇÃO;FATOR X DE COAGULAÇÃO,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501121090039117,1063902940019,7896641816789,    -,    -,PROTHROMPLEX,600 UI PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 20ML + CONJ REC E INFUS + SER,B2D2 - FATORES II VII IX X,'-(*),Regulado,144620,144620,164341,174241,174241,175297,175297,176366,176366,180775,113483,113483,128958,136727,136727,137556,137556,138394,138394,Sim,141854,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
FATOR IX DE COAGULAÇÃO,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502600704155416,1015101170045,7897499450323,    -,    -,BERIPLEX P/N,500 UI PO LIOF SOL INJ CT FA VD TRANS + DIL X 20 ML + DISP. TRANSF. C/ FILTRO,B2D2 - FATORES II VII IX X,Biológico,Regulado,122118,122118,138770,147130,147130,148022,148022,148924,148924,152648,95826,95826,108893,115453,115453,116153,116153,116861,116861,Sim,119783,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
FATOR VIII DE COAGULAÇÃO,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502600904154413,1015101060053,7897499450781,    -,    -,HAEMATE P,500 UI + 1200 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 10 ML + DISP TRANSFERÊNCIA&nbsp;01,B2D1 - FATOR VIII,Biológico,Regulado,122318,136996,158311,169290,147371,170472,148264,171671,149168,176641,95983,107501,124227,132842,115642,133769,116343,134710,117052,Sim,138610,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
FATOR VIII DE COAGULAÇÃO;FATOR DE VON WILLEBRAND,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502618110008307,1015101230013,7897499450866,    -,    -,BIOSTATE,250 UI + 600 UI PO LIOF SOL INJ CT FA VD TRANS + FA VD TRANS DIL X 5 ML + DISP TRANSF C/FILTRO,B2D1 - FATOR VIII,Biológico,Regulado,61156,68495,79152,84641,73682,85232,74129,85832,74581,88317,47989,53748,62111,66418,57818,66881,58169,67352,58524,Sim,69302,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
FATOR VIII DE COAGULAÇÃO;FATOR VON WILLEBRAND,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502621070011107,1015101060101,7897499452358,    -,    -,HAEMATE P,250 UI + 600 UI PO LIOF SOL INJ CT FA VD TRANS + FA VD TRANS DIL X 5 ML + DISP TRANSF C/ FILTRO + SER 5 ML + 1 KPV + 2 COMPRESSAS + 1 CURATIVO,B2D1 - FATOR VIII,Biológico,Regulado,61156,68495,79152,84641,73682,85232,74129,85832,74581,88317,47989,53748,62111,66418,57818,66881,58169,67352,58524,Sim,69302,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
FATOR XIII DE COAGULAÇÃO,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502600801150415,1015101040011,7897499450507,    -,    -,FIBROGAMMIN P,250 UI PO LIOF SOL INJ CT FA VD TRANS + AMP VD TRANS DIL X 4 ML,B2D4 - FATOR XIII,Biológico,Regulado,35543,35543,40390,42823,42823,43082,43082,43345,43345,44429,27891,27891,31694,33603,33603,33806,33806,34013,34013,Sim,34863,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
FELODIPINO,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502315030025303,1161800740134,7896206407773,    -,    -,SPLENDIL,"2,5 MG COM REV LIB PROL CT  BL AL/AL X 30",C8A - ANTAGONISTAS DO CÁLCIO PUROS,Novo,Regulado,5250,5250,5966,6325,6325,6364,6364,6402,6402,6563,4120,4120,4682,4963,4963,4994,4994,5024,5024,Não,5150,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
FELODIPINO;CANDESARTANA CILEXETILA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502306202113318,1161802350023,7896206403126,    -,    -,ATACAND COMB,"16MG COM +2,5MG COM LIB PROL CT BL AL/AL 30 X 30",C9D3 - ANTAGONISTAS DA ANGIOTENSINA II ASSOCIADOS A ANTAGONISTAS DO CÁLCIO,Novo,Regulado,7832,7832,8900,9436,9436,9493,9493,9551,9551,9790,6146,6146,6984,7404,7404,7449,7449,7495,7495,Não,7682,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
FELODIPINO;SUCCINATO DE METOPROLOL,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502312020019805,1161802410026,7896206403324,    -,    -,SELOZOK FIX,5 MG + 50 MG COM REV LIB PROL CT BL AL PLAS INC X 30,C8B2 - ANTAGONISTAS DO CÁLCIO ASSOCIADOS A BETABLOQUEADORES,Novo,Regulado,4492,4492,5105,5412,5412,5445,5445,5478,5478,5615,3525,3525,4006,4247,4247,4273,4273,4299,4299,Não,4406,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
FENDIZOATO DE CLOPERASTINA,61.100.004/0001-36,ZAMBON LABORATÓRIOS FARMACÊUTICOS LTDA.,533801803134311,1008401400043,7898074618183,    -,    -,SEKI,"3,54 MG/ML XPE CT FR VD AMB X 120 ML + COP",R5D1 - ANTITUSSÍGENOS PUROS,Similar,Liberado,1950,2184,2524,2699,2349,2718,2364,2737,2378,2816,1530,1714,1981,2118,1843,2133,1855,2148,1866,Não,2210,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
FENILALAMINA;PROLINA;TRIPTOFANO;LEVOVALINA;HISTIDINA;CLORETO DE MAGNÉSIO HEXAIDRATADO;ÁCIDO GLUTÂMICO;TIROSINA;ACETATO DE SÓDIO TRIHIDRATADO;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;ISOLEUCINA;LEVOMETIONINA;ÓLEO DE OLIVA;ALANINA;CLORETO DE POTÁSSIO;ARGININA,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503220110031207,1068301810197,7898473026435,    -,    -,OLIMEL,142 MG/ML SOL AA + 275 MG/ML SOL GLIC + 175 MG/ML EMU LIP INFUS IV BOLS PLAS TRANS TRIP SIST FECH X 2000 ML,K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS,Específico,Regulado,143845,143845,163460,173307,173307,174358,174358,175421,175421,179806,112875,112875,128267,135994,135994,136819,136819,137653,137653,Sim,141094,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
FENILALAMINA;PROLINA;TRIPTOFANO;LEVOVALINA;HISTIDINA;TIROSINA;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;GLICEROFOSFATO DE SÓDIO;LEVOMETIONINA;ÓLEO DE OLIVA;ÁCIDO ASPÁRTICO;GLICOSE MONOHIDRATADA;ARGININA,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503220110031007,1068301810170,7898473026459,    -,    -,OLIMEL,142 MG/ML SOL AA + 275 MG/ML SOL GLIC + 175 MG/ML EMU LIP INFUS IV BOLS PLAS TRANS TRIP SIST FECH X 1000 ML,K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS,Específico,Regulado,71855,71855,81653,86572,86572,87097,87097,87628,87628,89819,56385,56385,64073,67933,67933,68345,68345,68762,68762,Sim,70481,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
FENILALAMINA;TRIPTOFANO;LEVOVALINA;HISTIDINA;TIROSINA;CLORETO DE CÁLCIO DIIDRATADO;LEUCINA;GLICINA;GLICEROFOSFATO DE SÓDIO;LEVOMETIONINA;ÓLEO DE OLIVA;ÁCIDO ASPÁRTICO;GLICOSE MONOHIDRATADA;ARGININA,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503220110031107,1068301810189,7898473026442,    -,    -,OLIMEL,142 MG/ML SOL AA + 275 MG/ML SOL GLIC + 175 MG/ML EMU LIP INFUS IV BOLS PLAS TRANS TRIP SIST FECH X 1500 ML,K1D2 - ASSOCIAÇÕES DE EMULSÕES LIPÍDICAS,Específico,Regulado,107850,107850,122557,129940,129940,130727,130727,131524,131524,134813,84630,84630,96170,101964,101964,102581,102581,103207,103207,Sim,105788,Não,Não,Não,,Positiva,Não,Tarja Vermelha(*),"","","","","","","","",""
